did,name,NumberOfClasses,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,classes_bin,samples_bin,features_bin_metadata,cell_metadata
40645,GAMETES_Epistasis_2-Way_1000atts_0.4H_EDM-1_EDM-1_1,2.0,1600.0,1001.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
398,wap.wc,20.0,1560.0,8461.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
1139,OVA_Omentum,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1138,OVA_Uterus,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1166,OVA_Ovary,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1134,OVA_Kidney,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1161,OVA_Colon,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1146,OVA_Prostate,2.0,1545.0,10937.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1142,OVA_Endometrium,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1128,OVA_Breast,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1130,OVA_Lung,2.0,1545.0,10936.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1529,volcanoes-a3,5.0,1521.0,4.0,0.0,5,2000,3-5,classes=5 | samples=2000 | features=3-5
44286,Meta_Album_PLT_VIL_Mini,38.0,1520.0,3.0,0.0,15+,2000,3-5,classes=15+ | samples=2000 | features=3-5
1530,volcanoes-a4,5.0,1515.0,4.0,0.0,5,2000,3-5,classes=5 | samples=2000 | features=3-5
1457,amazon-commerce-reviews,50.0,1500.0,10001.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
44480,amazon-commerce-reviews_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,50.0,1500.0,101.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
44478,amazon-commerce-reviews_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,50.0,1500.0,101.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
44479,amazon-commerce-reviews_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,50.0,1500.0,101.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
44482,amazon-commerce-reviews_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,50.0,1500.0,101.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
44481,amazon-commerce-reviews_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,50.0,1500.0,101.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
1016,vowel,2.0,990.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
40693,xd6,2.0,973.0,10.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
40705,tokyo1,2.0,959.0,45.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
50,tic-tac-toe,2.0,958.0,10.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
841,stock,2.0,950.0,10.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1233,eating,7.0,945.0,6374.0,0.0,7-8,500,100+,classes=7-8 | samples=500 | features=100+
311,oil_spill,2.0,937.0,50.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
385,tr31.wc,7.0,927.0,10129.0,0.0,7-8,500,100+,classes=7-8 | samples=500 | features=100+
45939,132,2.0,902.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
994,vehicle,2.0,846.0,19.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
44276,Meta_Album_INS_Micro,20.0,800.0,3.0,0.0,15+,500,3-5,classes=15+ | samples=500 | features=3-5
44272,Meta_Album_FNG_Micro,20.0,800.0,3.0,0.0,15+,500,3-5,classes=15+ | samples=500 | features=3-5
44242,Meta_Album_PLT_VIL_Micro,20.0,800.0,3.0,0.0,15+,500,3-5,classes=15+ | samples=500 | features=3-5
44315,Meta_Album_RSICB_Micro,20.0,800.0,3.0,0.0,15+,500,3-5,classes=15+ | samples=500 | features=3-5
1014,analcatdata_dmft,2.0,797.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
47000,QSAR_Bioconcentration_classification,3.0,779.0,13.0,0.0,3,500,10-20,classes=3 | samples=500 | features=10-20
46827,QSAR_Bioconcentration_classification,3.0,779.0,13.0,0.0,3,500,10-20,classes=3 | samples=500 | features=10-20
37,diabetes,2.0,768.0,9.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
46921,diabetes,2.0,768.0,9.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1472,energy-efficiency,37.0,768.0,10.0,0.0,15+,500,5-10,classes=15+ | samples=500 | features=5-10
1549,autoUniv-au6-750,8.0,750.0,41.0,0.0,7-8,500,40-60,classes=7-8 | samples=500 | features=40-60
1464,blood-transfusion-service-center,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
46913,blood-transfusion-service-center,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
44597,blood-transfusion-service-center_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
44595,blood-transfusion-service-center_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
44593,blood-transfusion-service-center_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
44596,blood-transfusion-service-center_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
44594,blood-transfusion-service-center_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,748.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
43924,eucalyptus,5.0,736.0,20.0,0.0,5,500,10-20,classes=5 | samples=500 | features=10-20
45102,dailybike,606.0,731.0,13.0,0.0,15+,500,10-20,classes=15+ | samples=500 | features=10-20
45103,dailybike,606.0,731.0,13.0,0.0,15+,500,10-20,classes=15+ | samples=500 | features=10-20
45712,doa_bwin_balanced,2.0,708.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
1553,autoUniv-au7-700,3.0,700.0,13.0,0.0,3,500,10-20,classes=3 | samples=500 | features=10-20
44483,Australian_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,690.0,15.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
44487,Australian_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,690.0,15.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
44486,Australian_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,690.0,15.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
44484,Australian_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,690.0,15.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
40981,Australian,2.0,690.0,15.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
44485,Australian_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,690.0,15.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
795,disclosure_x_tampered,2.0,662.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
40591,genbase,2.0,662.0,1213.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
774,disclosure_x_bias,2.0,662.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
827,disclosure_x_noise,2.0,662.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
931,disclosure_z,2.0,662.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
45063,credit-approval,2.0,653.0,16.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
40588,birds,2.0,645.0,279.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1145,AP_Breast_Colon,2.0,630.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
11,balance-scale,3.0,625.0,5.0,0.0,3,500,3-5,classes=3 | samples=500 | features=3-5
997,balance-scale,2.0,625.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
770,strikes,2.0,625.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1158,AP_Breast_Kidney,2.0,604.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
334,monks-problems-2,2.0,601.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
4136,Dexter,2.0,600.0,20001.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
41966,isolet,2.0,600.0,618.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
41945,ilpd-numeric,2.0,583.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
1480,ilpd,2.0,583.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
826,sensory,2.0,576.0,12.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
41084,UMIST_Faces_Cropped,20.0,575.0,10305.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
44585,micro-mass_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,20.0,571.0,101.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
44583,micro-mass_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,20.0,571.0,101.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
44587,micro-mass_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,20.0,571.0,101.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
44586,micro-mass_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,20.0,571.0,101.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
44584,micro-mass_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,20.0,571.0,101.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
1515,micro-mass,20.0,571.0,1301.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
950,arsenic-female-lung,2.0,559.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
947,arsenic-male-bladder,2.0,559.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
949,arsenic-female-bladder,2.0,559.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
951,arsenic-male-lung,2.0,559.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
333,monks-problems-1,2.0,556.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
335,monks-problems-3,2.0,554.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1137,AP_Colon_Kidney,2.0,546.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1165,AP_Breast_Ovary,2.0,542.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
313,spectrometer,48.0,531.0,102.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
954,spectrometer,2.0,531.0,102.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
45717,bwin_amlb,2.0,530.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
45711,doa_bwin,2.0,530.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
46733,diabetes_risk_prediction_dataset,2.0,520.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
46869,diabetes_risk_prediction_dataset,2.0,520.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
40690,threeOf9,2.0,512.0,10.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
717,rmftsa_ladata,2.0,508.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
853,boston,2.0,506.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
792,fri_c2_500_5,2.0,500.0,6.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
43325,Birds,20.0,500.0,3.0,0.0,15+,500,3-5,classes=15+ | samples=500 | features=3-5
805,fri_c4_500_50,2.0,500.0,51.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
742,fri_c4_500_100,2.0,500.0,101.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
749,fri_c3_500_5,2.0,500.0,6.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
750,pm10,2.0,500.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
766,fri_c1_500_50,2.0,500.0,51.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
47052,Accidents_Prediction_Balanced_v3,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
47046,Accidents_Prediction_Dataset,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
47044,Accidents_Prediction_Dataset,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
47045,Accidents_Prediction_Dataset,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
936,fri_c3_500_10,2.0,500.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
920,fri_c2_500_50,2.0,500.0,51.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
943,fri_c0_500_10,2.0,500.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
937,fri_c3_500_50,2.0,500.0,51.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
884,fri_c0_500_5,2.0,500.0,6.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
47051,Accidents_Prediction_Dataset_Pipeline,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
824,fri_c1_500_10,2.0,500.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
43327,Birds,20.0,500.0,3.0,0.0,15+,500,3-5,classes=15+ | samples=500 | features=3-5
47049,Accidents_Prediction_Dataset,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
855,fri_c4_500_10,2.0,500.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
869,fri_c2_500_10,2.0,500.0,11.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
870,fri_c1_500_5,2.0,500.0,6.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
888,fri_c0_500_50,2.0,500.0,51.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
47050,Accidents_Prediction_Dataset_Pipeline,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1554,autoUniv-au7-500,5.0,500.0,13.0,0.0,5,500,10-20,classes=5 | samples=500 | features=10-20
886,no2,2.0,500.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
47047,Accidents_Prediction_Dataset,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
47048,Accidents_Prediction_Dataset,2.0,500.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1153,AP_Colon_Ovary,2.0,484.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1100,PopularKids,3.0,478.0,11.0,0.0,3,500,10-20,classes=3 | samples=500 | features=10-20
40665,clean1,2.0,476.0,169.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
767,analcatdata_apnea1,2.0,475.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
765,analcatdata_apnea2,2.0,475.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
46595,Thoracic_Surgery_Data,2.0,470.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
4329,thoracic_surgery,2.0,470.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
1506,thoracic-surgery,2.0,470.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
1150,AP_Breast_Lung,2.0,470.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
814,chscase_vine2,2.0,468.0,3.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
1148,AP_Breast_Uterus,2.0,468.0,10937.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
724,analcatdata_vineyard,2.0,468.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
1498,sa-heart,2.0,462.0,10.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1149,AP_Ovary_Kidney,2.0,458.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1065,kc3,2.0,458.0,40.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
764,analcatdata_apnea3,2.0,450.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
1511,wholesale-customers,2.0,440.0,9.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1127,AP_Breast_Omentum,2.0,421.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1122,AP_Breast_Prostate,2.0,413.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1126,AP_Colon_Lung,2.0,412.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1160,AP_Colon_Uterus,2.0,410.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1123,AP_Endometrium_Breast,2.0,405.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1508,user-knowledge,5.0,403.0,6.0,0.0,5,500,5-10,classes=5 | samples=500 | features=5-10
1551,autoUniv-au6-400,8.0,400.0,41.0,0.0,7-8,500,40-60,classes=7-8 | samples=500 | features=40-60
900,chscase_census6,2.0,400.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1025,analcatdata_germangss,2.0,400.0,6.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
909,chscase_census2,2.0,400.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
906,chscase_census5,2.0,400.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
908,chscase_census3,2.0,400.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
41083,Olivetti_Faces,40.0,400.0,4097.0,0.0,15+,500,100+,classes=15+ | samples=500 | features=100+
907,chscase_census4,2.0,400.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
40700,cars1,3.0,392.0,8.0,0.0,3,500,5-10,classes=3 | samples=500 | features=5-10
1163,AP_Lung_Kidney,2.0,386.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1129,AP_Uterus_Kidney,2.0,384.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
46847,differentiated_thyroid_cancer_recurrence,2.0,383.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
46605,differentiated_thyroid_cancer_recurrence,2.0,383.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
4340,Engine1,3.0,383.0,6.0,0.0,3,500,5-10,classes=3 | samples=500 | features=5-10
46848,differentiated_thyroid_cancer_recurrence,2.0,383.0,17.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
860,vinnie,2.0,380.0,3.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
1048,jEdit_4.2_4.3,2.0,369.0,9.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1143,AP_Colon_Omentum,2.0,363.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1135,AP_Colon_Prostate,2.0,355.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
337,SPECTF,2.0,349.0,45.0,0.0,2,500,40-60,classes=2 | samples=500 | features=40-60
1133,AP_Endometrium_Colon,2.0,347.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1482,leaf,30.0,340.0,16.0,0.0,15+,500,10-20,classes=15+ | samples=500 | features=10-20
1147,AP_Omentum_Kidney,2.0,337.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
46614,Ecoli,8.0,336.0,8.0,0.0,7-8,500,5-10,classes=7-8 | samples=500 | features=5-10
39,ecoli,8.0,336.0,8.0,0.0,7-8,500,5-10,classes=7-8 | samples=500 | features=5-10
1011,ecoli,2.0,336.0,8.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1144,AP_Prostate_Kidney,2.0,329.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
40671,ecoli,5.0,327.0,8.0,0.0,5,500,5-10,classes=5 | samples=500 | features=5-10
1140,AP_Ovary_Lung,2.0,324.0,10937.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
925,visualizing_galaxy,2.0,323.0,5.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
1162,AP_Ovary_Uterus,2.0,322.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1157,AP_Endometrium_Kidney,2.0,321.0,10936.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
1167,pc1_req,2.0,320.0,9.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
41973,semeion,2.0,319.0,257.0,0.0,2,500,100+,classes=2 | samples=500 | features=100+
915,plasma_retinol,2.0,315.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
40686,solar-flare,5.0,315.0,13.0,0.0,5,500,10-20,classes=5 | samples=500 | features=10-20
397,tr12.wc,8.0,313.0,5805.0,0.0,7-8,500,100+,classes=7-8 | samples=500 | features=100+
1524,vertebra-column,2.0,310.0,7.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
1523,vertebra-column,3.0,310.0,7.0,0.0,3,500,5-10,classes=3 | samples=500 | features=5-10
818,diggle_table_a2,2.0,310.0,9.0,0.0,2,500,5-10,classes=2 | samples=500 | features=5-10
43,haberman,2.0,306.0,4.0,0.0,2,500,3-5,classes=2 | samples=500 | features=3-5
40710,cleve,2.0,303.0,14.0,0.0,2,500,10-20,classes=2 | samples=500 | features=10-20
40711,cleveland-nominal,5.0,303.0,8.0,0.0,5,500,5-10,classes=5 | samples=500 | features=5-10
